id,season,episode,title,plot,link
38,4,5,Shotgun,"Walter White is racing to Los Pollos Hermanos to confront Gus Fring about Jesse Pinkman's disappearance. Worried about what will happen, Walter leaves a voicemail for Skyler White and his children, saying only that he loves them. Walt learns that Gus is not in, and Mike Ehrmantraut eventually calls, explaining that Jesse is with him and will not be harmed, and telling Walt to go back to work.
Over the course of the day, Mike drives Jesse to seven isolated dead drops all over New Mexico, where Gus's dealers leave drug money for pickup. Jesse assumes he was brought along to watch Mike's back, but Mike angrily denies this after being asked repeatedly. He insists he doesn't know why he was asked to take Jesse to the mission. While waiting in the car alone at the last dead drop spot, Jesse notices two robbers approaching, one armed with a shotgun. He slams the car in reverse, rams into their car, and drives off. When Jesse returns, Mike hints that he is impressed. It is later revealed that Gus set up the entire scene to increase Jesse's low self-esteem and motivate him.
Meanwhile, Walt and Skyler officially buy the car wash. After Skyler hears the voicemail Walt left earlier, the two have sex and she offers to let Walter move back in, but Walter leaves for the lab without giving an answer. Jesse has returned to the lab and explains to Walt that he will be working in the lab and also helping Mike with pickups from now on. Walter Jr. excitedly reveals to his father that Skyler already set the date for Walt to move back in, which seems to unnerve him.
During dinner at Hank and Marie Schrader's, a brooding Walt gets increasingly tipsy on wine. Hank explains that he gave up investigating Gale further, having found a sense of closure in the death of the man he believed to be Heisenberg, but lauds Gale's genius. A prideful Walt then insists that Gale was not a genius, and suggests that he was copying someone else's work. This convinces Hank to take another look at the case files, and he notices that the strictly vegan Gale had notes scribbled on a napkin from Los Pollos Hermanos.
",https://en.wikipedia.org/wiki/Shotgun_(Breaking_Bad)
39,4,6,Cornered,"Another Los Pollos Hermanos truck is raided by the cartel. This time, the two guards in the truck are killed by the truck's exhaust being blown through the vents and the cartel members find the tubs with blue meth.
Skyler White is worried about Walter White, suspecting that he is in danger due to the death of Gale Boetticher. Walt reacts angrily, telling her about his importance in the drug trade and implying that he killed Gale, prompting Skyler to take Holly White and flee the house. At the Four Corners Monument, she ponders escaping to Colorado, but ultimately reconsiders.
Walt receives the keys to the car wash from Bogdan Wolynetz, and avenges his past insults by making Bogdan leave behind his framed first earned dollar, which Walt uses to buy a soda. Later, Walt gives into Walter Jr.'s pleas for a new car and buys him a Dodge Challenger.
Walter meets Jesse Pinkman at the lab and questions his frequent errands with Mike Ehrmantraut. Jesse angrily responds that he is finally feeling useful and accuses Walt of discrediting his accomplishments. As they argue, Walt realizes Gus Fring is trying to drive a wedge between them. When they finish cooking, Jesse gets called away by Mike for another errand, leaving Walt to clean alone. Angered, Walt then bribes three laundry workers into helping him clean the lab. Tyrus Kitt later tells Walter that because they saw more than they should have, he is sending them back to Honduras.
Jesse and Mike scout a drug house where the blue meth from the hijacked truck is being sold, but Jesse grows impatient and tricks one of the meth users into letting him inside, where he knocks out the other. Mike notices the words ""¿Estás listo para platicar?"" (transl. Are you ready to talk?) written on the stolen container. Gus meets Mike at a diner that night and they decide to negotiate with the cartel. Outside the diner, Gus compliments Jesse's work in his errands with Mike, further boosting his self-esteem and loyalty.
Skyler returns home, but tells Walt to return the Dodge Challenger because it contradicts their cover story. She acknowledges that Walter Jr. will resent her, but tells Walt that ""someone has to protect this family from the man who protects this family"".
",https://en.wikipedia.org/wiki/Cornered_(Breaking_Bad)
40,4,7,Problem Dog,"After Skyler White tells Walter White that she has negotiated the return of Walter Jr.'s Dodge Challenger to the dealership, Walter angrily drives the Challenger to a parking lot. There he burns donuts and strands the car on a concrete parking divider, then stuffs the ownership papers in the gas tank, lights them afire, and blows up the car. Saul Goodman covers up the outburst, which costs Walter $52,000.
When Walter later drops off approximately $274,000 — his bi-weekly profits — to Skyler, she is stunned by the amount, unsure how she will launder his annual meth-lab earnings of over $7 million, in mostly $50 bills, through their car wash. Meanwhile, Hank Schrader visits Los Pollos Hermanos with Walter Jr. and manages to get Gus Fring's fingerprints on a cup.
Walter convinces Jesse Pinkman to use his new position as a henchman in the organization to kill Gus, and concocts some ricin poison in the lab that Jesse hides in one of his cigarettes. Mike Ehrmantraut brings Jesse along to a sitdown between Gus and the cartel. Jesse is told to make coffee for the meeting and contemplates poisoning the coffee, but he is interrupted before he can act. Mike is surprised when the cartel sends only one man to the meeting, who delivers to Gus an ultimatum. Gus, who had been prepared for a negotiation, rejects the ultimatum. Jesse contemplates shooting Gus as the cartel representative leaves but decides not to. Mike later tells Jesse that Gus is impressed by Jesse's loyalty, but that he thinks it is ""for the wrong guy.""
Jesse returns to his Narcotics Anonymous group. During his turn, he discreetly shares his feelings about killing Gale Boetticher, saying he put down a ""problem dog"" that otherwise did nothing wrong. The group leader tells him not to judge himself, but Jesse angrily disagrees and reveals to everyone that he had used the group as a market to peddle meth. The group leader finally expresses disapproval of Jesse.
Hank meets with Steven Gomez and ASAC George Merkert and explains his theory that Gus leads a large meth operation. Although Hank's investigation into Madrigal Electromotive GmbH — the German parent company of Los Pollos Hermanos — was stopped by its attorney, Hank reveals that Gus's fingerprints on the cup Hank had earlier obtained from Los Pollos Hermanos match fingerprints found in Gale's apartment.
",https://en.wikipedia.org/wiki/Problem_Dog
41,4,8,Hermanos,"During a flashback, Gus Fring hints to Hector Salamanca that he orchestrated the deaths of Leonel and Marco Salamanca and Juan Bolsa.
In the present, Gus meets with the police and DEA and is told that his fingerprints were found at the scene of a homicide. Gus surmises that the crime at issue is the killing of Gale Boetticher. Gus then explains that Gale was a recipient of a University of New Mexico college scholarship in chemistry Gus created, and that his fingerprints were in Gale's apartment because Gale has recently invited him over and asked for money. Hank Schrader asks if ""Gustavo Fring"" is his real name, as there are no records of it in his native Chile. Gus says the Pinochet dictatorship kept poor records. The investigators are satisfied, but Hank remains suspicious. Skyler White begins to hide Walter White's money in a crawl space below the house.
Hank asks Walter to drive him to a mineral show, but reveals en route that he is really going to Los Pollos Hermanos to plant a GPS tracker on Gus's car. Walter pretends to plant it and goes inside, where he assures Gus that he did not emplace it. Gus tells him to do it, so Walt plants the tracker on his way back to his car. Walt warns Jesse Pinkman about Hank's investigation and again urges him to kill Gus. While at Jesse's house, Walt intercepts a text message meant for Jesse and suspects Jesse is becoming loyal to Gus.
Gus visits Hector in the nursing home. A flashback shows Gus and Max meeting with Hector, Bolsa, and Don Eladio. Gus and Max pitch their meth scheme to Eladio. Max, a chemical engineer, produces the meth, and Max and Gus sell it out of their restaurant, Los Pollos Hermanos. Eladio feels Gus was disrespectful by giving meth ""samples"" to Eladio's henchmen in order to manipulate Eladio into a meeting. Hector shoots Max through the head and forces Gus to look him in the eyes as he bleeds into Eladio's swimming pool. Eladio tells Gus the only reason he is still alive is because Eladio knows who he really is, and warns him that he is ""not in Chile anymore.""
In the present, Gus tells Hector to look him in the eyes, but Hector refuses. ""Maybe next time,"" Gus says before departing.
",https://en.wikipedia.org/wiki/Hermanos_(Breaking_Bad)
42,4,9,Bug,"Hank Schrader retrieves the GPS tracker from Gus Fring's car. Disappointed that it recorded nothing suspicious, he investigates Gus's distribution center. Walter White warns Mike Ehrmantraut. Walter later meets with Jesse Pinkman and again expresses dissatisfaction that Jesse has not killed Gus.
Skyler White tells Walter the car wash is doing so well that he may be able to quit cooking meth. Ted Beneke tells Skyler he is being audited for tax fraud. As his former bookkeeper, since she was aware of the fraud, Skyler could also be implicated. She attends Ted's audit and pretends to be underqualified and completely ignorant of accounting practices. Believing the fraud was not intentional, the investigator agrees not to seek prison time, but still orders Ted to pay back taxes and fines totaling $600,000. Skyler ventures into the crawl space underneath the White's home, where she has been storing Walt's cash. Walter sees Tyrus Kitt outside Hank's house and reports him to police, forcing Tyrus to leave.
A cartel sniper opens fire on Gus's distribution center, killing one of Gus's employees, which ends when Gus walks outside alone and stands in the line of fire. Mike later explains to Jesse that the cartel needs to keep Gus alive for his distribution network. They dissolve the dead employee's body in acid and Mike threatens to kill Walt if he ever again calls the police on Mike's people. Gus invites Jesse to his home and asks him if he is capable of cooking alone, but Jesse angrily reveals that he is aware of Gus' scheme to make him feel independent from Walter; he says that if Gus kills Walter, he will have to kill Jesse as well. Gus denies this and tells Jesse that he has given in to the cartel's demands to split territory; he asked if Jesse can work alone so he can go to Mexico to teach them how to cook the blue meth. Jesse has an opportunity to poison the stew that Gus makes but decides not to risk it.
Jesse tells Walt he is supposed to teach the cartel how to produce meth and asks for a tutorial so he can explain the chemistry, but does not reveal the meeting with Gus. Walt reveals that he put a GPS tracker on Jesse's car, so he knew that Jesse was at Gus's house. Walt confronts Jesse for failing to kill Gus, but Jesse throws the GPS tracker at Walt's head. Walt and Jesse engage in a brutal fight and wreck the living room before Jesse gains the upper hand. Jesse tells Walt to leave his house and never return.
",https://en.wikipedia.org/wiki/Bug_(Breaking_Bad)
43,4,10,Salud,"Jesse Pinkman, Mike Ehrmantraut and Gus Fring travel to Mexico to teach the Cartel how to cook meth with a purity level over 90 percent. Although the cartel's chief chemist is initially skeptical because Jesse lacks scientific knowledge, the cartel is impressed when Jesse cooks a batch with 96% purity. Jesse is then horrified to hear that he belongs to the cartel, although Mike assures him that he will be returning home.
As a result of his fight with Jesse the previous night,[a] Walt misses his son's birthday. Concerned, Walter Jr. pays him a visit, only to find him bloodied. Walt blames it on gambling and tearfully apologizes before Walt Jr. helps his father into bed. Walt sleepily asks his son about his birthday before referring to Walt Jr. as Jesse. The next morning, Walt finds Walt Jr. on his couch and apologizes for his drugged state, saying he does not want to be remembered that way after he has gone. However, Walt Jr. responds that he would rather remember Walt that way compared to his behavior the past year.
Skyler White convinces Saul Goodman to transfer $620,000 in cash to Ted Beneke under the false story of an inheritance from a distant aunt. Instead of paying off the IRS, Ted uses the money to lease a new Mercedes Benz SL550 and restart his business, forcing Skyler to tell him that the money actually came from her.
Jesse, Mike, and Gus are brought to Don Eladio's residence where Hector killed Gus's partner Max decades earlier.[b] Gus and Eladio make peace, capped off with a bottle of rare tequila from Gus. Gus, who took some pills earlier, drinks the tequila to assuage Eladio's concerns, but prevents Jesse from drinking any. As Eladio and his henchmen party, Gus goes to the bathroom and induces himself to vomit; the tequila was poisoned, and all of the men, except for Mike, begin to die as they drank it. Despite the pills and the induced vomit, Gus is nevertheless affected, and his body begins failing as he tells the surviving henchmen that Eladio and his men are dead and they therefore no longer have a reason to fight. Most remaining cartel soldiers flee, but Joaquin Salamanca shoots and wounds Mike before being shot and killed by Jesse. Jesse then drives Mike and Gus and the trio flee the premises.
",https://en.wikipedia.org/wiki/Salud_(Breaking_Bad)
44,4,11,Crawl Space,"Making their escape after killing off Don Eladio Vuente and the Cartel's leadership,[a] Jesse Pinkman drives Gus Fring, who is weakened due to taking his own poison, and Mike Ehrmantraut, who is wounded, to a makeshift emergency room that Gus earlier prepared. Gus recovers quickly, but Mike has to stay another week before he can safely travel, so he is left behind in Mexico. Jesse is told that he will take over cooking meth from Walter White, but Jesse insists that Walt must not be harmed. Gus later takes Jesse with him to visit Hector Salamanca. Gus taunts him as the Salamanca lineage has now been destroyed, and shows him Jesse, explaining that Jesse killed Hector's last living descendant, Joaquin.
Later, Hank requests Walt to drive him to the Pollos Hermanos chicken farm that Hank has been planning to investigate, but along the way reveals that he also wants to investigate an industrial laundry owned by the same parent company as Pollos Hermanos—the same laundry that Walt works at. In a panic, Walt deliberately crashes his car, forcing Hank to stop using Walt as his chauffeur.
Meanwhile, Ted appears to blackmail Skyler White about the $617,000 required for paying off the IRS, as Skyler infers that Ted wants more money than she has already given him. Skyler enlists Saul Goodman's men, Huell and Kuby, to extort Ted into paying the IRS. Ted gives in, signing the cheque, but then attempts to escape; he trips, hits his head, and knocks himself out, resulting in a serious injury.
Walt realizes that Jesse has also been cooking in the lab. Walt pleads for them to stick together to thwart Gus, but Jesse, still bitter after their fight,[b] turns his back on Walt. Walt is then abducted and taken out to the desert where Gus fires him and demands he never return to the laundry or speak with Jesse again, and says that his crew will murder Hank due to the risk of Hank's investigations. When Walt protests, Gus threatens to murder Walt's entire family should Walt continue to interfere.
Panicked, Walt barges into Saul's office and takes Saul up on an earlier offer to disappear.[c] Saul tells him since he is a high-risk client he would require the ""deluxe service"" which in his case will cost a half million dollars since he would need to ""disappear"" his entire family. Saul hands Walt a business card  he has locked in a safe with info for a vacuum cleaner repair business and a phone number to contact the ""disappearer"" and instructs him what to do. Walt also asks Saul to place an anonymous tip to the DEA warning of a threat to Hank and his family, to which Saul reluctantly agrees. Walter rushes to his house to get the money stored in the crawl space but finds that it is insufficient. Skyler walks in on Walt, and, when Walt asks about the missing money, admits that she gave the money to Ted. Realizing that he and his family are doomed, Walt screams in anguish before breaking down laughing manically when the phone starts ringing in the background. Frightened, Skyler backs away and answers the call from a terrified Marie Schrader, who tells her that the DEA has received an anonymous tip that Hank is a target again by a drug cartel with his life in danger, and the DEA is sending agents to their home to guard him. The episode ends with the camera panning upward from the opening to the crawl space as Walt continues laughing manically before passing out.
",https://en.wikipedia.org/wiki/Crawl_Space_(Breaking_Bad)
45,4,12,End Times,"After receiving an anonymous warning from Saul Goodman about Hank Schrader having been targeted by a drug cartel, the DEA dispatches a squad of agents to guard Hank and Marie Schrader's house. The White family is also brought to the Schrader household for protection, but Walter White tells Skyler White that he will stay behind at their own house, ready to face the consequences of his actions. Hank deduces that his investigation of Gus Fring is the reason for the threat on his life, so he asks Steven Gomez to search the industrial laundromat for him.
Gomez and an officer with a drug-sniffing dog later check out the laundromat but do not find anything, although Jesse Pinkman and Tyrus Kitt were below them in the hidden meth lab. Gus, in a phone call to Jesse, implies the police attention is Walter's fault, and Walter must be killed to protect the operation, but Jesse again refuses to cook if Walter is killed. Saul later hands Jesse's entire share of the meth profits to Jesse, since Saul is planning to temporarily flee Albuquerque until the feud between Walter and Gus is over. Saul reveals that Gus took Walter to the desert and threatened his family, a revelation by which Jesse is taken aback. Jesse later receives a call from Andrea Cantillo that her son, Brock Cantillo, has become seriously ill and is in the hospital. Jesse discovers that the ricin cigarette, which he kept handy to poison Gus, is missing and concludes that Brock somehow ingested the ricin.
Jesse confronts a paranoid Walter at the Whites' house, where he grabs Walter's gun and points it at him, accusing him of poisoning Brock out of spite. Walter claims that Gus must have planned Brock's poisoning and framed Walter for it in order to manipulate Jesse into killing him, speculating that the cameras around the lab probably spotted the cigarette, and Tyrus must have taken it out of Jesse's locker, tracked down Brock, and poisoned him. Walter and Jesse know Gus is not above killing children, after the death of Andrea's younger brother, Tomás Cantillo, and Jesse ultimately decides that Walter is innocent. The two team up to kill Gus.
Jesse visits the hospital daily, but Andrea will not let him see Brock after he divulges knowledge about the ricin poisoning. Jesse refuses to leave the hospital, which ruins the latest meth cook, and tells Tyrus to get Gus to come down in person to get him to leave. When Gus arrives at the hospital, Walter plants a homemade bomb under Gus' car and watches from a nearby rooftop for the right moment to detonate it. At the hospital, Gus allows Jesse to take a week off. As Gus and his bodyguards return to the car, Gus senses something is amiss and leaves the area, leaving Walter distraught about missing his chance.
",https://en.wikipedia.org/wiki/End_Times_(Breaking_Bad)
46,4,13,Face Off,"Walter White removes the bomb from Gus Fring's car and asks Jesse Pinkman if he knows of a place Gus frequents that does not have security cameras and is not well-guarded. Before Jesse can think of one, he is approached and interrogated by two detectives concerned about his knowledge of ricin. When Saul Goodman arrives as Jesse's lawyer, Jesse tells him of a potential location: Hector Salamanca's retirement home, Casa Tranquila.
Walt visits Hector and offers him a truce via an opportunity to kill Gus as revenge for wiping out the Salamanca family. Hector asks to speak with the DEA but rather than disclosing anything, simply insults them (by spelling out S-U-C-K-M-Y and F-U-C on a letter board). Just as planned, Gus believes Hector is going to the DEA to be an informant; Gus visits Hector to personally assassinate him. Tyrus Kitt inspects Hector's retirement home room for any bugs and finds nothing. Gus enters and admonishes Hector for his supposed cowardice, and prepares to kill him via lethal injection; however, Hector furiously looks up at Gus for the first time in years, leaving Gus shocked. Hector repeatedly rings his bell, detonating Walt's bomb, which is hidden underneath his wheelchair; the explosion kills Hector and Tyrus, and Gus walks out of the room with his face half blown off before collapsing dead on the floor.
Walt hears the news of the explosion on the radio and is relieved. Jesse is released from police custody but is kidnapped and forced to cook meth at the lab at gunpoint. Walt heads to the lab, kills Gus's two henchmen stationed there, and frees Jesse. Knowing that Hank Schrader is closing in on the lab, Walt and Jesse burn it down.
Later on the top floor of the hospital parking garage, Jesse tells Walt that Brock Cantillo will live and that he was poisoned by lily of the valley berries, which children sometimes eat because of their sweet taste. Although Jesse questions killing Gus, since Gus never poisoned Brock after all, Walt assures Jesse that it had to be done. Walt calls Skyler White, who is—along with the rest of the family, still under lockdown[a]—learning of the explosion from the news. Skyler asks Walt if he had caused the explosion and what happened, to which he simply replies, ""I won"". As Walt drives down from the top floor of the hospital parking garage, he passes Gus' still abandoned Volvo station wagon (with the Pollos Hermanos logo hanging from the rear view mirror) from his previous aborted attempt to kill Gus.[b] The episode ends with a shot of a lily of the valley plant in Walt's backyard, revealing that it was Walt who had poisoned Brock.
",https://en.wikipedia.org/wiki/Face_Off_(Breaking_Bad)
47,5,1,Live Free or Die,"The episode starts with a flashforward to a disheveled Walter White celebrating his 52nd birthday alone in an Albuquerque Denny's, using a false name and posing as a New Hampshirite.[a] He illegally purchases an M60 machine gun from Lawson which is hidden inside the trunk of a car.
In the present, Walt disposes of any evidence connecting him to Gus Fring's killing and Brock Cantillo's poisoning. Skyler White tries not to speak to Walt, explaining that she is now scared of him. Walt suddenly remembers the surveillance cameras that Gus installed in the superlab, and realizes that the footage Gus may have collected could incriminate him.
The following day, Mike Ehrmantraut, who is still recovering from injuries sustained in the shootout,[b] learns of Gus's death and drives back to New Mexico. He comes across Walt and Jesse Pinkman and is prepared to kill Walt, but Walt and Jesse convince him that Gus's laptop, which has been seized by police as evidence, needs to be dealt with.
Mike advises that they all leave the city, as the police will inevitably find them in the lab camera footage. Mike and Walt argue over the best option to take until Jesse suggests that they could use a magnet to destroy the laptop and any evidence of their crimes. Together, Jesse and Walt concoct a plan to use an industrial electromagnet (acquired from Joe at the junk-yard) to destroy the laptop from outside the police building. They pull it off, despite being forced to abandon the truck. As they drive away, Walt defies Mike's doubts that everything is settled.
Meanwhile, Saul Goodman approaches Skyler at the car wash and tells her that Ted Beneke survived the injury from his encounter with Kuby and Huell. Skyler visits Ted in the hospital and finds that he has been fitted with a halo brace. An intimidated Ted tells her that he will remain silent about what caused his injury. Elsewhere, Walt argues with Saul about the lawyer's failure to inform him about Skyler's bailout to Ted. It is revealed that Huell was told to pickpocket Jesse's ricin cigarette, which is why Jesse believed it was lost; Saul presents the cigarette to Walt in a plastic bag, remarking that he had no idea Walt was going to poison Brock in the service of killing Gus. Saul tries to end his and Walt's business relationship, but Walt threateningly tells him, ""We're done when I say we're done"".
The episode ends with Walter hugging Skyler, and forgiving her for bailing out Ted.
",https://en.wikipedia.org/wiki/Live_Free_or_Die_(Breaking_Bad)
48,5,2,Madrigal,"In Germany, Peter Schuler, an executive for Madrigal Electromotive GmbH, the parent company of Los Pollos Hermanos, kills himself with a portable defibrillator as police arrive to question him about his longstanding ties to Gus Fring. Back in Albuquerque, Jesse Pinkman panics over the missing ricin cigarette, worried that someone will find it and get poisoned. Walter White hides the vial of ricin behind an electrical outlet cover in his house and creates a fake one, planting it in Jesse's Roomba when he helps search Jesse's house. Jesse finds it and tearfully laments what he believes is his own stupidity, apologizing to Walt for suspecting him of poisoning Brock Cantillo.
Walt and Jesse offer Mike Ehrmantraut an equal, three-way partnership in a new meth operation. Mike refuses, explaining that Walt is a dangerous ""time bomb"" and he has no intention of waiting until Walt blows everything around him to pieces. Saul Goodman suggests that with Gus eliminated, Walt can safely and cleanly quit the drug trade. However, Walt justifies rebooting the meth business by claiming that it is a golden opportunity that he cannot afford to leave behind since he is actually $40,000 in debt to Jesse after Skyler White gave over $600,000 to Ted Beneke, and paid for Hank Schrader's physical therapy. But the main obstacle to Walt and Jesse's comeback plan is the need for a new source of methylamine, the precursor to their premium-grade version of meth.
Meanwhile, Hank takes part in a meeting between the DEA and Madrigal's CEO, who claims Schuler was a lone criminal within the company and promises full cooperation. Hank's boss, ASAC George Merkert, reveals that he is being forced out of his job as punishment by his superiors for failing to heed Hank's warnings about Gus. Merkert reflects on his friendship with Gus and wonders aloud who else might be leading a double life, which seems to suddenly strike a chord with a pensive-looking Hank.
A Houston-based Madrigal executive named Lydia Rodarte-Quayle asks Mike to kill eleven men from Gus's operation in order to tie up loose ends. Mike refuses, as Gus paid them enough to keep quiet. However, when he is called in to meet with Hank and Steve Gomez, Mike learns the authorities have seized all of the offshore accounts Gus had set up for key underlings in his meth operation. Mike is affected as well since his account (set up in his 10-year-old granddaughter's name) was worth $2 million. On Mike's way into his interview at the DEA offices, he runs into a visibly scared Duane Chow—Gus's methylamine supplier—who was just leaving his own DEA interview.
Later, Chow invites Mike to his home to discuss their shared problem with the police. Mike correctly suspects that it is a setup and gets the jump on Chris, one of his former men, who has already killed Chow. Chris explains that Lydia had contracted him to kill everyone after Mike refused, as he needs the money. Mike kills Chris and later breaks into Lydia's house in Houston. As he is about to execute her, Lydia's panicked pleas about her daughter affect him. He decides to spare Lydia in exchange for her becoming Walt's new methylamine supplier. Mike calls Walt and accepts a partnership in the new meth operation.
Walt tries to resume an ordinary home life with Skyler, not accepting that she is terrified of him. While Walt joins a silent and motionless Skyler in bed for the night, he insists their lives will soon be back to normal, and makes unreciprocated sexual advances on her.
",https://en.wikipedia.org/wiki/Madrigal_(Breaking_Bad)
49,5,3,Hazard Pay,"Mike Ehrmantraut and his attorney spend an entire day visiting his former subordinates in jail who are under heavy scrutiny from the police due to their association with Gus Fring. Mike reassures them they will get their compensation.
While scouting for a new location for a meth laboratory, Walter White proposes using a pest removal company to secretly make meth in their clients' homes. Vamonos Pest, a local pest removal company, is perfect for this as the owner and his employees are already criminals. They agree to facilitate Walt and Jesse Pinkman cooking in their clients' homes. The first cook at the mobile site is a success, and afterward, Walt feigns enthusiasm for Jesse's relationship with Andrea Cantillo, but hints that Jesse should break up with her after mentioning the problems it would cause if she discovered his secret life.
While discussing Walt's upcoming 51st birthday with Marie Schrader at the car wash, Skyler White begins to light a cigarette. As Marie begins to confront her about smoking, Skyler suffers a nervous breakdown, repeatedly shouting ""shut up"". Marie confronts Walt at home about Skyler's breakdown and demands to know the truth. Walt tells her about Skyler's affair with Ted Beneke and that her breakdown was due to stress over Ted's recent accident.
Mike allocates the money earned from the first cook, but Walt becomes upset when so much of it is given to dealers, mules, Saul Goodman, and Vamonos Pest. Walt becomes further angered when he learns of the hazard pay to Mike's old henchmen but eventually relents. Walt deduces that the final amount taken home by the partners was less than what he was making when he was working for Gus. Jesse, who reveals that he broke off the relationship with Andrea, tells Walt that he was ""looking at it wrong."" Jesse explains to Walt that under Gus, they were employees, but as owners, they were actually making more considering the volume of the output. Walt, however, hints that they may need to get rid of some of the other members of the team.
",https://en.wikipedia.org/wiki/Hazard_Pay
50,5,4,Fifty-One,"After having it repaired, Walter White impulsively sells his Pontiac Aztek to the mechanic for $50 and leases himself a new Chrysler 300 and a Dodge Challenger for Walter White Jr.
At Madrigal's Houston branch, Lydia Rodarte-Quayle's inside man for methylamine is arrested by the DEA. Mike reassures Lydia that Ron will not talk, adding that she will have a new guy in the warehouse soon.
The next day, SAC Ramey offers Hank Schrader the position of ASAC (Assistant Special Agent in Charge) vacated by Merkert. Hank accepts, even though his pursuit of Heisenberg will be given to a field agent.
That evening, the Whites and the Schraders finish a meager 51st birthday dinner for Walt. After Walt Jr. leaves, Walt notes that it has been a year since his cancer diagnosis. As he reflects, a fully clothed Skyler White steps into the pool and slowly submerges herself. Marie Schrader panics while Walt jumps in to pull her out. Walt then learns that Skyler has asked Marie and Hank to look after the kids until her issues with Walt are resolved. Skyler insists that she will not have her children living in a house where dangerous events that occur are just shrugged off. She threatens to further harm herself if Walt brings the kids back home, but he belittles her plans as unworkable, even threatening to have her institutionalized. Breaking down and realizing there is no way out of her situation without hurting her family, she relents to his arguments but not without admitting to him that her only option is to hope that Walt's cancer will come back and kill him.
At the warehouse in Houston, Lydia leads Jesse Pinkman to a barrel of methylamine. They find a GPS tracker on the bottom of the barrel, compromising it. Mike is skeptical that the tracker was planted by the DEA because of its crude placement on the bottom of the barrel. When informed by Jesse that it was Lydia who spotted it first, Mike concludes that Lydia planted it herself in order to get out of their deal and vows to kill her. Jesse pleads for Mike to show mercy and asks for Walt's opinion. Walt votes to keep her alive so no time is lost finding a new precursor supplier. Jesse later gives Walt a TAG Heuer Monaco Calibre 12 wristwatch as a birthday present, which pleases Walt. Later that night, he shows Skyler the watch, assuring her that if Jesse could change his mind about wanting Walt dead, so will she.
",https://en.wikipedia.org/wiki/Fifty-One
51,5,5,Dead Freight,"A young boy is seen riding on his dirt bike through the desert. Encountering a wild tarantula, he allows it to crawl over his hands before placing it in a jar. He hears a distant freight train and rides toward it.
Walter White pays a visit to the recently promoted Hank Schrader at his new DEA office. During their conversation, Walt confesses that his marriage to Skyler White is failing, feigning tears. When Hank leaves momentarily to get coffee, Walt installs covert listening devices on the computer and inside a picture frame sitting on top of Hank's desk. Later, Walt, Jesse Pinkman, and Mike Ehrmantraut interrogate Lydia Rodarte-Quayle about the tracking device found affixed to the bottom of one of Madrigal's methylamine barrels. Mike and Walt believe that she planted it and decide to kill her, but Jesse does not. After forcing Lydia to contact Hank and report her discovery, the crew eavesdrops on Hank's next phone call, learning that it was actually placed by a DEA team in Houston.
Although exonerated, Lydia is now useless to the trio, as all of the barrels in her warehouse are compromised. Desperate to avoid being killed, Lydia tries to prove her worth by asserting that she can access an ""ocean"" of methylamine, suggesting that the trio could heist a tremendous amount of methylamine from a transiting train. At first, the trio is skeptical, but with Jesse's motivation, they come up with a plan to stall the train in a stretch of dark territory, pump out the methylamine, and replace its weight with water, so that no one will know that the heist took place. Jesse informs Todd Alquist that neither he nor his crew can ever say anything to anyone about the heist, and that no one must find out about the heist under any circumstances.
Meanwhile, Walter White Jr. returns to the White home, insisting that he will not leave until Walt and Skyler tell him what is happening between them. Walt orders Walt Jr. to return to Hank and Marie Schrader's home. Skyler informs Walt that she has decided to keep his secrets and continue laundering his money so long as their children remain away from them. Walt assures her that there is no danger to them, though Skyler has made up her mind, believing that one day, someone will arrive at their home with the intent of harming them. Walt agrees to keep the children away from their home.
On the day of the heist, Walt's crew manages to stop the train by blocking a railroad crossing with a ""broken-down"" dump truck driven by Patrick Kuby. When the engineer and conductor exit the locomotive to assist him, Mike acts as a lookout while Walt, Jesse, and Todd drain methylamine from the train into an empty buried tank, simultaneously pumping water back in to ensure its weight remains unchanged. The robbery is threatened when a good samaritan arrives on the scene and pushes the dump truck off the tracks earlier than expected. Mike pleads for Walt to call off the job, but Walt insists that they push on, and they narrowly manage to succeed. As Walt, Jesse, and Todd celebrate their success, they turn to see the young boy stopped on his dirt bike behind them. He waves at the trio, and Todd waves back before drawing a handgun and shooting and killing him, to Jesse's horror.
",https://en.wikipedia.org/wiki/Dead_Freight
